,536,CFT073,F11,HM01,HM03,HM06,HM07,HM14,HM17,HM43,HM54,HM56,HM57,HM60,HM66,HM68,HM86,K-12,UMN026,UTI89
76886_rimL,ECP_RS07290,c1851,AS527_RS13290,PROKKA_01017,PROKKA_04357,PROKKA_00146,PROKKA_00844,PROKKA_01418,PROKKA_00101,PROKKA_00089,PROKKA_03300,PROKKA_03199,PROKKA_00120,,PROKKA_00054,PROKKA_00798,PROKKA_03353,b1427,ECUMN_1675,UTI89_C1647
42059_entE_1,,,,,,,,,,,PROKKA_02345,,PROKKA_04283,,,,,,,
7869_orgB,,,,PROKKA_02636,,,,,,,,,,,,,,,ECUMN_3186,
5020_Hypothetical_protein,,c5129,,,,,,,,,,,,,,,,,,UTI89_C4717
4465_Hypothetical_protein,,c4562,,,,,,,,,,,,,,,,,,
75557_araB,ECP_RS00330,c0075,AS527_RS25120,PROKKA_04494,PROKKA_02989,PROKKA_03730,PROKKA_04423,PROKKA_04734,PROKKA_01789,PROKKA_01494,PROKKA_01779,PROKKA_04664,PROKKA_03728,PROKKA_03355,PROKKA_03478,PROKKA_04238,PROKKA_04835,b0063,ECUMN_0064,UTI89_C0068
29916_hypothetical_protein,,,,,,,,,PROKKA_00012 PROKKA_05144 PROKKA_05161,,,,,,,,,,,UTI89_C1723
90673_phage_virion_morphog..,,,AS527_RS06105,,,,,,,,,,,,,,,,,
19225_Phage-related_basepl..,,,,,,PROKKA_04660,,,,,,,,,,,,,,
8069_Dienelactone_hydrola..,,,,PROKKA_02845,,,,,,,,,,,,,,,,
92071_hypothetical_protein,,,AS527_RS09385,,,,,,,,,,,,,,,,,
79508_psd,ECP_RS22440,c5247,AS527_RS21285,PROKKA_04192,PROKKA_02628,PROKKA_03355,PROKKA_04090,PROKKA_04345,PROKKA_02112,PROKKA_01858,PROKKA_01432,PROKKA_00225,PROKKA_03428,PROKKA_03758,PROKKA_03148,PROKKA_03934,PROKKA_00127,b4160,ECUMN_4694,UTI89_C4760
59060_yidK_2,,,,,,,,,,,,,,PROKKA_04186,,,,,,
24466_lafS_1,,,,,,,PROKKA_04660,,,,,,,,,,,,,
2390_Putative_peptide_syn..,ECP_RS10080,c2455,,,,,,,PROKKA_04616,,PROKKA_03949,,PROKKA_00762,,PROKKA_00747,PROKKA_01407,PROKKA_02760,,,UTI89_C2210
70770_hypothetical_protein,ECP_RS25850,,AS527_RS27760,,,,,,,,,,,,,,PROKKA_00225,,,
57357_mrpA_2,,,,,,,,,,,,,,PROKKA_02725,,,,,,
1710_Hypothetical_protein,,c1763,,,,,,,,,,,,,,,,,,
5432_hypothetical_protein,,,,PROKKA_00054,,,,,,,,,,,,,,,ECUMN_0658,
4304_yiaM,ECP_RS18765,c4399,AS527_RS00480,,,PROKKA_02579,,,PROKKA_02808,PROKKA_02523,PROKKA_00620,PROKKA_00910,PROKKA_02594,,PROKKA_02482,PROKKA_03078,PROKKA_00889,,,UTI89_C4120
86245_hypothetical_protein,ECP_RS24790,,AS527_RS28095,,,,,,,,,,,,,,,,,
60651_hypothetical_protein,,,,,,,,,,,,,,,PROKKA_05109 PROKKA_05214,,,,,
9479_hypothetical_protein,,,,PROKKA_04348,,,,,,,,,,,,,,,,
76995_dcp,ECP_RS07765,c1964,AS527_RS16315,PROKKA_01153,PROKKA_04490,PROKKA_00229,PROKKA_01012,PROKKA_01544,PROKKA_05104,PROKKA_04789,PROKKA_03404,PROKKA_03105,PROKKA_00228,PROKKA_01634,PROKKA_00161,PROKKA_00935,PROKKA_03232,b1538,ECUMN_1805,UTI89_C1761
76163_ybfA,ECP_RS03615,c0785,AS527_RS05270,PROKKA_00187,PROKKA_03657,PROKKA_04381,PROKKA_05177,PROKKA_00583,PROKKA_01048,PROKKA_00833,PROKKA_02451,PROKKA_03977,PROKKA_04388,PROKKA_00430,PROKKA_04198,PROKKA_04906,PROKKA_04214,b0699,ECUMN_0781,UTI89_C0704
55607_ompF,,,,,,,,,,,,,,PROKKA_00904,,,,,,
22266_bsdC_2,,,,,,,PROKKA_02335,,,,,,,,,,,,,
1533_Hypothetical_protein,,c1581,,,,,,,,,,,,,,,,,,
94389_hypothetical_protein,,,AS527_RS23640,,,,,,,,,,,,,,,,,
99605_conserved_hypothetic..,,,,,,,,,,,,,,,,,,,,UTI89_P018 UTI89_P036
43924_hypothetical_protein,,,,,,,,,,,PROKKA_04313,,,,,,,,,
42831_Bacteriophage_lambda..,,,,,,,,,,,PROKKA_03165,,,,,,,,,
51435_trmB_1,,,,,,,,,,,,,PROKKA_01809,PROKKA_05287,,,,,,
76282_fsaA,ECP_RS04225,c0910,AS527_RS05865,PROKKA_00327,PROKKA_03788,PROKKA_04508,PROKKA_00089,PROKKA_00722,PROKKA_00929,PROKKA_00705,PROKKA_02575,PROKKA_03859,PROKKA_04506,,PROKKA_04320,PROKKA_00059,PROKKA_04093,b0825,ECUMN_1013,UTI89_C0828
41984_FtsX-like_permease_f..,,,,,,,,,,,PROKKA_02265,,,,,,,,,
56448_ydgK_1,,,,,,,,,,,,,,PROKKA_01775,,,,,,
10343_hypothetical_protein,,,,PROKKA_05257,,PROKKA_05293,,,,,PROKKA_05506,PROKKA_04907,,,,,,,ECUMN_p10100,UTI89_P116
2420_Hypothetical_protein..,ECP_RS10210 ECP_RS19430,c2485 c5209,AS527_RS12760,PROKKA_01670,,PROKKA_00749,,,PROKKA_04579,,PROKKA_03982,PROKKA_02640,PROKKA_00789 PROKKA_03276,PROKKA_02206,,,PROKKA_02727,,,UTI89_C2238
78343_yqgC,ECP_RS26405,,AS527_RS12465,,,,,,,,,,,,,,,b2940,ECUMN_3292,UTI89_C3329
20789_ompN_1,,,,,,,PROKKA_00787,,,,,,,,,,,,,
77324_ruvB,ECP_RS09255,c2274,AS527_RS14815,PROKKA_01522,PROKKA_00185,PROKKA_00530,PROKKA_01397,PROKKA_01852,PROKKA_04794,PROKKA_04417,PROKKA_03710,PROKKA_02814,PROKKA_00526,PROKKA_02053,PROKKA_00519,PROKKA_01234,PROKKA_02916,b1860,ECUMN_2158,UTI89_C2064
13173_ispH_1,,,,,PROKKA_02955,,,,,,,,,,,,,,,
10147_hypothetical_protein,,,,PROKKA_05054,,,,,,,,,,,,,,,ECUMN_0597,
77704_menH,ECP_RS11750,c2807,AS527_RS20145,PROKKA_02040,PROKKA_00612,PROKKA_01072,PROKKA_01852,PROKKA_02306,PROKKA_04258,PROKKA_03919,PROKKA_04370,PROKKA_02331,PROKKA_01105,,PROKKA_01086,PROKKA_01731,PROKKA_02402,b2263,ECUMN_2606,UTI89_C2547
96209_hypothetical_protein,,,,,,,,,,,,,,,,,,,,UTI89_C1720
75752_yagG,,,,,,,,,,,,,,,,,,b0270,,
10325_Plasmid_conjugative_..,,,,PROKKA_05239,,,,,,,,,,,,,,,,
79804_Similar_to_Rep_prote..,,,,,,,,,,,,,,,,,,,ECUMN_p10023,
4450_S-adenosylmethionine..,,c4547,AS527_RS23295,,,,,,,,PROKKA_01353,,,,,,,,,
1291_Hypothetical_protein,,c1337,,,,,,,,,,,,,,,,,,
72478_nrdE_2,,,,,,,,,,,,,,,,,PROKKA_02037,,,
22150_hypothetical_protein,,,,,,,PROKKA_02211,,,,,,,,,,PROKKA_02079,,,
75585_murG,ECP_RS00475,c0108,AS527_RS24975,PROKKA_04523,PROKKA_03019,PROKKA_03765,PROKKA_04454,PROKKA_04704,PROKKA_01757,PROKKA_01461,PROKKA_01809,PROKKA_04631,PROKKA_03758,PROKKA_03323,PROKKA_03508,PROKKA_04268,PROKKA_04805,b0090,ECUMN_0090,UTI89_C0099
78624_degS,ECP_RS16900,c3990,AS527_RS13630,PROKKA_03086,PROKKA_01649,PROKKA_02208,,PROKKA_03327,PROKKA_03198,PROKKA_02911,,PROKKA_01287,PROKKA_02209,PROKKA_04835,PROKKA_02094,PROKKA_02705,PROKKA_01273,b3235,ECUMN_3709,UTI89_C3666
94394_hypothetical_protein,,,AS527_RS23665,,,,,,,,,,,,,,,,,
89284_hypothetical_protein,ECP_RS26040,,,,,,,,,,,,,,,,,,,
16049_hypothetical_protein,,,,,,PROKKA_01294,,,,,,PROKKA_02121,,PROKKA_02896,,,,,,
78460_ttdB,ECP_RS16085,c3813,AS527_RS10825,PROKKA_02913,PROKKA_01472,PROKKA_02041,PROKKA_02811,PROKKA_03175,PROKKA_03366,PROKKA_03077,PROKKA_00065,PROKKA_01452,PROKKA_02048,PROKKA_05095,PROKKA_01924,PROKKA_02540,PROKKA_01449,b3062,ECUMN_3545,UTI89_C3498
87264_hypothetical_protein,ECP_RS26380,,,,,,,,,,,,,,,,,,,
75910_ampG,ECP_RS02460,c0544,AS527_RS04065,PROKKA_04924,PROKKA_03407,PROKKA_04118,PROKKA_04885,PROKKA_00262,PROKKA_01292,PROKKA_01081,PROKKA_02193,PROKKA_04224,PROKKA_04151,PROKKA_00150,PROKKA_03955,PROKKA_04665,PROKKA_04465,b0433,ECUMN_0472,UTI89_C0457
71103_hypothetical_protein,,,,,,,,,,,,,,,,,PROKKA_00595,,,
49718_trpE_1,,,,,,,,,,,,,PROKKA_00001,,,,,,,
55165_yjmD_1,,,,,,,,,,,,,,PROKKA_00444,,,,,,
49433_hypothetical_protein,,,,,,,,,,,,PROKKA_04469,,,,PROKKA_04430,,,,
34713_uidC_2,,,,,,,,,PROKKA_05059,,,,,,,,,,,
64703_ubiF_2,,,,,,,,,,,,,,,PROKKA_04157,,,,,
78599_elbB,ECP_RS16805,c3969,AS527_RS13720,PROKKA_03064,,PROKKA_02186,PROKKA_02978,PROKKA_03306,,PROKKA_02931,PROKKA_00217,PROKKA_01307,PROKKA_02190,,,PROKKA_02686,PROKKA_01294,b3209,ECUMN_3689,UTI89_C3645
10079_apxIB,,,,PROKKA_04982,,,,,,,,,,,,,,,ECUMN_0528,
75844_ykiC,,,,,,,,,,,,,,,,,,b4731,,
10431_hypothetical_protein,,,,,PROKKA_00043,,PROKKA_01232,PROKKA_01705,,,,,,,,,,,,
20388_pgaA_1,,,,,,,PROKKA_00367,,PROKKA_00740,,PROKKA_02764,,,,,,,,,
523_Hypothetical_protein,,c0545,,,,,,,,,,,,,,,,,,
79267_sodA,ECP_RS20960,c4859,AS527_RS22860,PROKKA_03834,PROKKA_02352,PROKKA_03041,PROKKA_03790,PROKKA_04065,PROKKA_02422,PROKKA_02159,PROKKA_05408 PROKKA_01007,PROKKA_00535,PROKKA_02972,PROKKA_05927,PROKKA_02846,PROKKA_03484,PROKKA_00514,b3908,ECUMN_4437,UTI89_C4491
78880_slp,ECP_RS18325,c4304,AS527_RS07890,PROKKA_03371,PROKKA_01906,PROKKA_02487,PROKKA_03289,PROKKA_03594,PROKKA_02906,PROKKA_02626,PROKKA_00523,PROKKA_01003,PROKKA_02502,PROKKA_04540,PROKKA_02391,PROKKA_02990,PROKKA_00982,b3506,ECUMN_3997,UTI89_C4024
76892_ydcO,ECP_RS07315,c1857,AS527_RS13315,PROKKA_01022,PROKKA_04364,PROKKA_00151,PROKKA_00851,PROKKA_01424,,PROKKA_00084,,PROKKA_03194,PROKKA_00125,PROKKA_01503,PROKKA_00059,PROKKA_00803,PROKKA_03348,b1433,ECUMN_1680,UTI89_C1652
38545_cynR_2,,,,,,,,,,PROKKA_03791,,,,,,,,,,
7121_hypothetical_protein,,,AS527_RS06515,PROKKA_01845,PROKKA_00439,,PROKKA_00201,,,,,,,,,PROKKA_03493,,,,
54608_hin_4,,,,,,,,,,,,,,PROKKA_06090 PROKKA_05273,,,,,,
57071_hypothetical_protein,,,,,,,,,,,,,,PROKKA_02435,,,,,,
58485_Antirestriction_prot..,,,,,,,,,,,,,,PROKKA_03579,,,,,,
58972_murI_1,,,,,,,,,,,,,,PROKKA_04096,,,,,,
54740_clpA_4,,,,,,,,,,,,,,PROKKA_06041,,,,,,
6481_Bacteriophage_lambda..,,,,PROKKA_01168,,,,,,,,,,PROKKA_01659,,,,,,
76105_ybeD,ECP_RS03300,c0721,AS527_RS04935,PROKKA_00126,PROKKA_03591,PROKKA_04309,PROKKA_05108,PROKKA_00516,PROKKA_01116,PROKKA_00905,PROKKA_02384,PROKKA_04049,PROKKA_04322,PROKKA_00357,PROKKA_04131,PROKKA_04840,PROKKA_04280,b0631,ECUMN_0724,UTI89_C0633
34526_hypothetical_protein,,,,,,,,,PROKKA_04864,,,,,,,,,,,
8826_elfG_2,,,,PROKKA_03636,,,,,,,,,,,,,,,,
72855_aidA-I_1,,,,,,,,,,,,,,,,,PROKKA_02434,,,
78182_ygcQ,ECP_RS14025,c3328,AS527_RS18415,PROKKA_02540,PROKKA_01128,PROKKA_01584,PROKKA_02371,,PROKKA_03805,PROKKA_03459,PROKKA_05240,PROKKA_01818,PROKKA_01604,PROKKA_05545,,PROKKA_02175,PROKKA_01924,b2769,ECUMN_3097,UTI89_C3133
77090_rsxB,ECP_RS08025,c2020,AS527_RS16035,PROKKA_01269,PROKKA_04578,PROKKA_00287,PROKKA_01119,PROKKA_01602,PROKKA_05044,PROKKA_04669,PROKKA_03461,PROKKA_03055,PROKKA_00282,PROKKA_01778,PROKKA_00274,PROKKA_00992,PROKKA_03180,b1628,ECUMN_1919,UTI89_C1818
75891_ribD,ECP_RS02365,c0524,AS527_RS03970,PROKKA_04904,PROKKA_03384,PROKKA_04098,PROKKA_04862,PROKKA_00240,PROKKA_01313,PROKKA_01103,PROKKA_02171,PROKKA_04244,PROKKA_04132,PROKKA_00130,PROKKA_03934,PROKKA_04646,PROKKA_04485,b0414,ECUMN_0452,UTI89_C0436
76788_ymjD,,,,,,,,,,,,,,,,,,b4673,,
17681_hypothetical_protein,,,,,,PROKKA_03022,,,,,,PROKKA_00560,,,,,,,,
69849_hypothetical_protein,,,,,,,,,,,,,,,,PROKKA_04427,,,,
24226_ygcS_2,,,,,,,PROKKA_04406,,,,,,,,PROKKA_03459,,,,,
3577_Unknown_protein_enco..,,c3659,,,,PROKKA_00788 PROKKA_02692 PROKKA_05471,,,,,,,,PROKKA_00638,,,,,,
55190_HutD,,,,,,,,,,,,,,PROKKA_00469,,,,,,
9279_hypothetical_protein,,,,PROKKA_04139,,,,,,,,,,,,PROKKA_03818,,,,
45288_Phage_integrase_fami..,,,,,,,,,,,,PROKKA_00103,,,,,,,,
20510_hypothetical_protein,,,,,,,PROKKA_00494,,,,,,,,,,,,,
74197_SprT-like_family_pro..,,,,,,,,,,,,,,,,,PROKKA_03830,,,
7025_lacA_1,,,,PROKKA_01742,,PROKKA_00827,,,,,,,,,,,,,,
56274_icsA_3,,,,,,,,,,,,,,PROKKA_01592,,,,,,
76945_ddpX,,,,PROKKA_01089,PROKKA_04428,,PROKKA_00918,PROKKA_01479,,,,,,PROKKA_01562,,,,b1488,ECUMN_1742,
78970_yibG,,,,,PROKKA_02013,,PROKKA_03402,PROKKA_03700,,,,,,,,,,b3596,,
36442_creD_2,,,,,,,,,,PROKKA_01563,,,,,,,,,,
76910_mcbR,,,,PROKKA_01044,PROKKA_04382,,,PROKKA_01444,,,,,,,,,,b1450,ECUMN_1699,
75864_proC,ECP_RS02225,c0493,AS527_RS03830,PROKKA_04875,PROKKA_03358,PROKKA_04071,PROKKA_04832,PROKKA_00212,PROKKA_01343,PROKKA_01131,PROKKA_02143,PROKKA_04271,PROKKA_04103,,PROKKA_03905,PROKKA_04619,PROKKA_04513,b0386,ECUMN_0424,UTI89_C0405
61388_hypothetical_protein,,,,,,,,,,,,,,,PROKKA_00660,,,,,
39799_hypothetical_protein,,,,,,,,,,,PROKKA_05698,,,,,,,,,
77066_ydgI,ECP_RS07905,c1997,AS527_RS16155,PROKKA_01246,PROKKA_04555,PROKKA_00262,PROKKA_01092,PROKKA_01578,PROKKA_05070,PROKKA_04694,PROKKA_03435,PROKKA_03078,PROKKA_00259,PROKKA_01750,PROKKA_00251,PROKKA_00967,PROKKA_03205,b1605,ECUMN_1893,UTI89_C1793
2430_Hypothetical_protein,,c2498,AS527_RS01820,PROKKA_01681,PROKKA_00336,PROKKA_00760 PROKKA_03510,PROKKA_01542 PROKKA_04239,PROKKA_02020 PROKKA_04494,PROKKA_04567,,PROKKA_03995,PROKKA_02629,PROKKA_00803,,,,PROKKA_01628,,ECUMN_4871,UTI89_C2248
74390_hypothetical_protein,,,,,,,,,,,,,,,,,PROKKA_04031,,,
74652_gldA_2,,,,,,,,,,,,,,,,,PROKKA_04312,,,
59917_hypothetical_protein,,,,,,,,,,,,,,PROKKA_05079,,,,,,
75533_caiA,ECP_RS00210,c0048,AS527_RS25240,PROKKA_04471,PROKKA_02967,PROKKA_03706,PROKKA_04398,PROKKA_04651,PROKKA_01813,PROKKA_01518,PROKKA_01755,PROKKA_04689,PROKKA_03704,PROKKA_03384,PROKKA_03453,PROKKA_04213,PROKKA_04859,b0039,ECUMN_0041,UTI89_C0045
78163_cysC,ECP_RS13965,c3317,AS527_RS18475,PROKKA_02517,PROKKA_01113,PROKKA_01570,PROKKA_02348,PROKKA_02791,PROKKA_03819,PROKKA_03472,PROKKA_05253,PROKKA_01832,PROKKA_01591,PROKKA_05568,PROKKA_01526,PROKKA_02161,PROKKA_01937,b2750,ECUMN_3074,UTI89_C3121
17682_hypothetical_protein,,,,,,PROKKA_03023,,,,,,PROKKA_00559,,,,,,,,
78346_galP,ECP_RS15005,c3529,AS527_RS12480,PROKKA_02741,PROKKA_01350,PROKKA_01794,PROKKA_02593,PROKKA_03002,PROKKA_03604,PROKKA_03249,,PROKKA_01615,PROKKA_01792,,PROKKA_01746,PROKKA_02372,,b2943,ECUMN_3295,UTI89_C3332
76534_flgJ,ECP_RS05455,c1350,AS527_RS02735,PROKKA_00573,PROKKA_04048,PROKKA_04865,,PROKKA_01047,,PROKKA_00462,PROKKA_02816,PROKKA_03616,PROKKA_04747,PROKKA_01056,PROKKA_04735,PROKKA_00441,PROKKA_03742,b1081,ECUMN_1255,UTI89_C1206
359_mbhA,ECP_RS01310,c0378,AS527_RS23750,PROKKA_04722,PROKKA_03218,PROKKA_03957,PROKKA_04663,PROKKA_00084,PROKKA_01516,PROKKA_01236,PROKKA_02033,PROKKA_04454,PROKKA_03998,PROKKA_03082,PROKKA_03737,PROKKA_04487,PROKKA_04633,,ECUMN_0293,UTI89_C0270
2519_Hypothetical_protein,,c2588,,,,,,,,,,,,,,,,,,
25155_fabZ_2,,,,,,,,PROKKA_00004,,,,,,,,,,,,
98249_y0012,,,,,,,,,,,,,,,,,,,,UTI89_C3805
23727_rpoB_2,,,,,,,PROKKA_03881,,,,,,,,,,PROKKA_00422,,,
2424_Putative_carbohydrat..,ECP_RS10240,c2492,AS527_RS01780,PROKKA_01676,,PROKKA_00755,PROKKA_01536,,PROKKA_04572,,,PROKKA_02634,PROKKA_00798,,,,PROKKA_02721,,,
65743_hypothetical_protein,,,,,,,,,,,,,,,,PROKKA_00088,,,,
76514_dinI,ECP_RS05355,c1328,AS527_RS02635,PROKKA_00553,PROKKA_04028,PROKKA_04846,PROKKA_00406,PROKKA_01027,PROKKA_00572,PROKKA_00482,PROKKA_02796,PROKKA_03637,PROKKA_04726,PROKKA_01036,PROKKA_04713,PROKKA_00421,PROKKA_03762,b1061,ECUMN_1235,UTI89_C1186
62166_ascG_2,,,,,,,,,,,,,,,PROKKA_01484,,,,,
76977_uxaB,ECP_RS07670,,AS527_RS16425,PROKKA_01135,PROKKA_04464,PROKKA_00213,PROKKA_00982,PROKKA_01518,PROKKA_05127,PROKKA_04805,PROKKA_03381,PROKKA_03121,PROKKA_00206,PROKKA_01612,PROKKA_00139,PROKKA_00913,PROKKA_03252,b1521,ECUMN_1789,UTI89_C1740
77044_speG,ECP_RS07815,c1974,AS527_RS16265,PROKKA_01225,PROKKA_04534,PROKKA_00240,PROKKA_01065,PROKKA_01556,PROKKA_05093,PROKKA_04711,PROKKA_03414,PROKKA_03096,PROKKA_00238,PROKKA_01724,PROKKA_00229,PROKKA_00945,PROKKA_03222,b1584,ECUMN_1869,UTI89_C1771
76213_galK,ECP_RS03865,c0833,AS527_RS05520,PROKKA_00251,PROKKA_03716,PROKKA_04440,PROKKA_00016,PROKKA_00646,PROKKA_00999,PROKKA_00775,PROKKA_02500,PROKKA_03927,PROKKA_04437,PROKKA_00519,PROKKA_04247,PROKKA_04951,PROKKA_04164,b0757,ECUMN_0841,UTI89_C0754
21077_hypothetical_protein,,,,,,,PROKKA_01084,,,,,,,,,,,,,
24337_fhuD_2,,,,,,,PROKKA_04522,,,,,,,,,,,,,
5093_pgtC,ECP_RS15210,c5202,AS527_RS12725,,,,,,,PROKKA_03215,,,PROKKA_03282,,,,PROKKA_01662,,,
34298_hypothetical_protein,ECP_RS10055,,,,,,,,PROKKA_04621,,PROKKA_03944,,PROKKA_00756,,,PROKKA_01402,PROKKA_02765,,,UTI89_C2205
13492_icsA_1,,,,,PROKKA_03291,,,PROKKA_00139,,,,,,,,,,,,
78350_gshB,ECP_RS15025,c3533,AS527_RS12500,PROKKA_02745,PROKKA_01354,PROKKA_01798,PROKKA_02597,PROKKA_03006,PROKKA_03600,PROKKA_03245,PROKKA_05029,PROKKA_01611,PROKKA_01796,PROKKA_05304,PROKKA_01750,PROKKA_02376,PROKKA_01710,b2947,ECUMN_3299,UTI89_C3336
73393_hypothetical_protein,,,,,,,,,,,,,,,,,PROKKA_02998,,,
56145_putative_periplasmic..,,,,,,,,,,,,,,PROKKA_01459,,,,,,
15653_gatC_1,,,,,,PROKKA_00886,,,,,,PROKKA_02511,,,,,,,,
76324_amiD,ECP_RS04440,c1000,AS527_RS06300,PROKKA_00377,PROKKA_03832,PROKKA_04552,,PROKKA_00769,PROKKA_00887,PROKKA_00661,PROKKA_02618,PROKKA_03815,PROKKA_04549,PROKKA_00777,PROKKA_04363,PROKKA_00147,PROKKA_04050,b0867,ECUMN_1062,UTI89_C0870
19611_hypothetical_protein,,,,,,PROKKA_05053,,,,,,,,PROKKA_01197,,,,,,
22797_garP_3,,,,,,,PROKKA_02886,,,,,,,,,,,,,
77125_ribC,ECP_RS08205,c2056,AS527_RS15855,PROKKA_01309,PROKKA_04615,PROKKA_00323,PROKKA_01165,PROKKA_01641,PROKKA_05008,PROKKA_04633,PROKKA_03496,PROKKA_03019,PROKKA_00319,PROKKA_01820,PROKKA_00310,PROKKA_01029,PROKKA_03143,b1662,ECUMN_1952,UTI89_C1853
35894_purE_1,,,,,,,,,,PROKKA_00989,PROKKA_02290,,,,,,,,,
77457_sbcB,ECP_RS10475,c2539,AS527_RS01495,PROKKA_01718,PROKKA_00348,PROKKA_00804,PROKKA_01552,PROKKA_02052,PROKKA_04531,PROKKA_04197,PROKKA_04035,PROKKA_02594,PROKKA_00836,,PROKKA_00814,PROKKA_01463,PROKKA_02676,b2011,ECUMN_2357,UTI89_C2285
83702_conserved_hypothetic..,ECP_RS26480,,AS527_RS29240,,,,,,,,,,,,,,,,ECUMN_3904,
48931_cell_envelope_integr..,,,,,,,,,,,,PROKKA_03945,,,,,,,,
79021_dinD,ECP_RS19065,c4469,AS527_RS00785,PROKKA_03537,PROKKA_02064,,,PROKKA_03769,PROKKA_02743,,PROKKA_00692,,PROKKA_02658,,PROKKA_02545,PROKKA_03141,PROKKA_00827,b3645,ECUMN_4160,UTI89_C4189
76966_hipB,ECP_RS07650,c1941,AS527_RS16445,PROKKA_01123,PROKKA_04449,PROKKA_00210,PROKKA_00968,PROKKA_01503,PROKKA_05130,PROKKA_04808,,PROKKA_03124,PROKKA_00203,,PROKKA_00136,PROKKA_00910,PROKKA_03255,b1508,ECUMN_1777,UTI89_C1737
25055_putative_transposase,,,,,,,,PROKKA_05042,,,,,,PROKKA_06297,,,,,,
1535_Putative_tail_compon..,ECP_RS06005,c1584 c3161,AS527_RS03250,PROKKA_00016 PROKKA_00690,,PROKKA_04967,,PROKKA_00412,PROKKA_00366,,,PROKKA_03517,PROKKA_04953,,,PROKKA_00550,PROKKA_03621,,ECUMN_0625 ECUMN_1428,UTI89_C1324
79149_rhlB,ECP_RS20195,c4700,AS527_RS08970,PROKKA_03691,PROKKA_02212,PROKKA_02883,PROKKA_03634,PROKKA_03914,PROKKA_02587,PROKKA_02316,PROKKA_00832,PROKKA_00700,PROKKA_02812,PROKKA_05737,PROKKA_02688,PROKKA_03326,PROKKA_00674,b3780,ECUMN_4304,UTI89_C4334
15375_hypothetical_protein,,,,,,PROKKA_00588,,,,,,,,,,,,,,
77802_dsdC,ECP_RS23300,c2899,AS527_RS09510,,,PROKKA_01167 PROKKA_02727,,,PROKKA_04168,PROKKA_03838,,PROKKA_02249,PROKKA_01194,PROKKA_02739,,PROKKA_01813,PROKKA_05111,b2364,,UTI89_C2695 UTI89_C4957
4410_Hypothetical_protein,,c4505,AS527_RS23470,,,,,,,,PROKKA_01395,,,,,,,,,
35207_hypothetical_protein,,,,,,,,,,PROKKA_00257,,,,,,,,,,
2491_UDP-glucose_4-epimer..,ECP_RS10575,c2560,,,,,,,PROKKA_04507,,,,,,,,PROKKA_02653,,,
3680_Hypothetical_protein,,c3766,,,,PROKKA_01996,,,PROKKA_03415,,PROKKA_00014,,PROKKA_01999,,PROKKA_01870,PROKKA_02492,PROKKA_01502,,,UTI89_C3453
69196_mdtP_3,,,,,,,,,,,,,,,,PROKKA_03742,,,,
75558_araC,ECP_RS00335,c0076,AS527_RS25115,PROKKA_04495,PROKKA_02990,PROKKA_03731,,PROKKA_04733,PROKKA_01788,PROKKA_01493,PROKKA_01780,PROKKA_04663,PROKKA_03729,PROKKA_03354,PROKKA_03479,PROKKA_04239,PROKKA_04834,b0064,ECUMN_0065,UTI89_C0069
29819_Tn3_transposase_DDE_..,,,,,,,,PROKKA_04924,,,PROKKA_05642,,,,,,,,,
75571_leuO,ECP_RS00405,c0093,AS527_RS25045,PROKKA_04510,PROKKA_03005,PROKKA_03752,PROKKA_04441,PROKKA_04718,PROKKA_01771,PROKKA_01474,PROKKA_01796,PROKKA_04644,PROKKA_03745,PROKKA_03339,PROKKA_03495,PROKKA_04255,PROKKA_04818,b0076,ECUMN_0077,UTI89_C0084
91742_DUF4325_domain-conta..,,,AS527_RS18975,,,,,,,,,,,,,,,,,UTI89_C3011
19820_TraP_protein,,,,,,PROKKA_05288,,,,,,,,,,,,,,
4822_Putative_citrate_per..,ECP_RS21280,c4925,AS527_RS23175,,,PROKKA_03099,,,PROKKA_02359,,PROKKA_01115,PROKKA_00476,,,PROKKA_02909,PROKKA_03590,,,,UTI89_C4557
77488_rfbB,,,AS527_RS08260,PROKKA_01751,,PROKKA_00836,PROKKA_01582,,,,PROKKA_04065,PROKKA_02563,PROKKA_00870,PROKKA_02332,PROKKA_00846,PROKKA_01498,,b2041,,UTI89_C2312
21063_ynfF_2,,,,,,,PROKKA_01070,,,,,,,,,,,,,
340_Hypothetical_protein,,c0359,,,,,,,,,,,,,,,,,,
39796_hypothetical_protein,,,,,,,,,,,PROKKA_05695,,,,,,,,,
9294_hypothetical_protein,,,,PROKKA_04154,,,,,,,,,,PROKKA_03826,,,,,,
35895_purE_2,,,,,,,,,,PROKKA_00990,PROKKA_02289,,,,,,,,,
71954_bfrD,,,,,,,,,,,,,,,,,PROKKA_01492,,,
40750_hypothetical_protein,,,,,,,,,,,PROKKA_00966,,,PROKKA_05874,,,,,,
75642_hrpB,ECP_RS00795,c0181,AS527_RS24660,PROKKA_04583,PROKKA_03078,PROKKA_03830,PROKKA_04517,PROKKA_04765,PROKKA_01692,PROKKA_01400,PROKKA_01872,PROKKA_04569,PROKKA_03823,PROKKA_03259,PROKKA_03572,PROKKA_04332,PROKKA_04739,b0148,ECUMN_0145,UTI89_C0162
8522_yhfT,,,,PROKKA_03321,,,,,,,,,,,,,,,ECUMN_3945,
73058_putative_colanic_aci..,,,,,,,,,,,,,,,,,PROKKA_02645,,,
