,536,CFT073,HM01,HM03,HM06,HM07,HM14,HM17,HM43,HM54,HM56,HM57,HM60,HM66,HM68,HM86,K-12,UMN026,UTI89
50993_hypothetical_protein,,,,,,,,,,,,PROKKA_01335,,,,,,,
6242_Bacteriophage_lambda..,,,PROKKA_00689,,,,,,,,,,,,,,,,
76836_ynaM,,,,,,,,,,,,,,,,,b4744 b4748,,
59254_putative_oxidoreduct..,,,,,,,,,,,,,PROKKA_01579,,,,,,
92320_bacteriophage_V_DNA_..,,,,,,,,,,,,,,,,,,,UTI89_C2998
75563_sgrR,ECP_RS00370,c0085,PROKKA_04502,PROKKA_02996,PROKKA_03744,PROKKA_04432,PROKKA_04727,PROKKA_01780,PROKKA_01482,PROKKA_01788,PROKKA_04652,PROKKA_03737,PROKKA_03346,PROKKA_03487,PROKKA_04247,PROKKA_04826,b0069,ECUMN_0072,UTI89_C0077
76994_ydeJ,,,,PROKKA_04489,,PROKKA_01011,PROKKA_01543,,,,,,,,,,b1537,,
15439_fliF_2,,,,,PROKKA_00671,,,,,,,,,,,,,,
3289_Hypothetical_protein,,c3369,,,,,,,,,,,,,,,,,UTI89_C3172
77618_lpxT,ECP_RS11285,c2711,PROKKA_01944,PROKKA_00533,PROKKA_00975,PROKKA_01761,PROKKA_02224,PROKKA_04355,PROKKA_04013,PROKKA_04206,PROKKA_02423,PROKKA_01009,PROKKA_02514,PROKKA_00992,PROKKA_01637,PROKKA_02497,b2174,ECUMN_2511,UTI89_C2451
43061_hypothetical_protein,,,,,,,,,,PROKKA_03093,,,,,,,,,
56022_Shikimate_5-dehydrog..,,,,,,,,,,,,,PROKKA_04032,,,,,,
3524_Hypothetical_protein,,c3606,,,PROKKA_01859,,,,,PROKKA_04916,,PROKKA_01857,,,,,,ECUMN_3354,
55610_hypothetical_protein,,,,,,,,,,,,,PROKKA_03607,,,,,,
6795_hypothetical_protein,,,PROKKA_01276,PROKKA_04584,,PROKKA_01125,PROKKA_01609,,,,,,PROKKA_01784,,PROKKA_00999,,,,UTI89_C1824
79514_tsaE,ECP_RS22480,c5252,PROKKA_04201,PROKKA_02636,PROKKA_03363,PROKKA_04098,PROKKA_04353,PROKKA_02104,PROKKA_01850,PROKKA_01440,PROKKA_00217,PROKKA_03420,PROKKA_03750,PROKKA_03156,PROKKA_03942,PROKKA_00119,b4168,ECUMN_4701,UTI89_C4768
1206_Hypothetical_protein,,c1249,,,,,,,,,,,,,,,,,
81326_conserved_hypothetic..,,,,,,,,,,,,,,,,,,ECUMN_1577,
46878_hypothetical_protein,,,,,,,,,,,PROKKA_02023,,,,,,,,
2457_Hypothetical_protein..,,c2527,,,,,,PROKKA_04543,,,,PROKKA_00826,,,,,,,
3351_Hypothetical_protein,,c3433,,,,,,,,,,,,,,,,,
59433_malI_1,,,,,,,,,,,,,PROKKA_01767,,,,,,
77546_yegX,ECP_RS10890,c2629,PROKKA_01863,PROKKA_00457,PROKKA_00897,,PROKKA_02145,PROKKA_04435,PROKKA_04093,PROKKA_04129,PROKKA_02500,PROKKA_00933,PROKKA_02402,PROKKA_00913,PROKKA_01561,PROKKA_02580,b2102,ECUMN_2434,UTI89_C2376
65048_hypothetical_protein,,,,,,,,,,,,,,PROKKA_04527,,,,,
10000_hypothetical_protein,ECP_RS01255,,PROKKA_04681,,,,,,,PROKKA_01978,PROKKA_04466,,,,PROKKA_04433,PROKKA_04643,,ECUMN_0238,UTI89_C0257
21553_putative_assembly_pr..,,,,,,PROKKA_01611,,,,,,,,,PROKKA_01526,PROKKA_02620,,,
76755_ymjA,ECP_RS06885,c1772,PROKKA_00936,PROKKA_04254,PROKKA_00064,PROKKA_00694,PROKKA_01313,PROKKA_00184,PROKKA_00167,PROKKA_03220,PROKKA_03343,PROKKA_00043,PROKKA_01331,PROKKA_05049,PROKKA_00724,PROKKA_03442,b1295,ECUMN_1601,UTI89_C1572
79124_viaA,ECP_RS20040,c4673,PROKKA_03660,PROKKA_02178,PROKKA_02850,PROKKA_03599,PROKKA_03878,PROKKA_02619,PROKKA_02352,PROKKA_00799,PROKKA_00738,PROKKA_02781,PROKKA_04108,PROKKA_02650,PROKKA_03294,PROKKA_00705,b3745,ECUMN_4275,UTI89_C4300
24025_yusV_2,,,,,,PROKKA_04223,,,,,,,,,,,,,
48036_cdtB,,,,,,,,,,,PROKKA_03233,PROKKA_00664,,,,,,,
38170_hypothetical_protein,,,,,,,,,PROKKA_03391,,,,,,,,,,
24779_hypothetical_protein,,,,,,PROKKA_05006,,,,,,,,,,,,,
73804_Bacteriophage_lambda..,,,,,,,,,,,,,,,,PROKKA_03616,,,
10068_fliI_2,,,PROKKA_04753,PROKKA_03188,PROKKA_03924,PROKKA_04651,,,PROKKA_01270,PROKKA_02002,,,PROKKA_03120,,PROKKA_04456,,,ECUMN_0262,
10074_flagellar_motor_swit..,,,PROKKA_04759,PROKKA_03182,PROKKA_03918,PROKKA_04645,,,PROKKA_01277,PROKKA_01996,,,PROKKA_03127,,PROKKA_04450,,,ECUMN_0256,
57582_carbon_starvation_in..,,,,,,,,,,,,,PROKKA_05671,,,,,,
78034_aroF,ECP_RS13320,c3122,PROKKA_02365,PROKKA_00988,PROKKA_01390,PROKKA_02214,PROKKA_02640,PROKKA_03946,PROKKA_03612,PROKKA_05376 PROKKA_04762,PROKKA_01969,PROKKA_01467,PROKKA_05705,PROKKA_01403,PROKKA_02042,PROKKA_02075,b2601,ECUMN_2926,UTI89_C2934
5466_putative_TonB-depend..,,,PROKKA_05178,,,,,,,,,,,,,,,ECUMN_p10020,UTI89_P029
6638_yhdN_1,,,PROKKA_01113,,,,,,,,,,,,,,,ECUMN_1766,
3131_Hypothetical_protein,,c3206,,,,,,,,,,,,,,,,,
76603_ymfR,,,,,,,,,,,PROKKA_04410,,,PROKKA_03779,,,b1150,ECUMN_0890,UTI89_C2984
4746_Putative_glycoporin,ECP_RS20915,c4849,PROKKA_03826,,PROKKA_03033,,,PROKKA_02430,PROKKA_02168,PROKKA_00999,PROKKA_00543,PROKKA_02964,PROKKA_05917,PROKKA_02838,PROKKA_03476,PROKKA_00522,,ECUMN_4428,UTI89_C4483
39697_papA_2,,,,,,,,,,PROKKA_04950,,PROKKA_01826,,,,,,,
79729_rob,ECP_RS24020,c5483,PROKKA_04423,PROKKA_02919,PROKKA_03656,PROKKA_04348,PROKKA_04603,PROKKA_01862,PROKKA_01567,PROKKA_01709,PROKKA_04738,PROKKA_03657,PROKKA_03441,PROKKA_03404,PROKKA_04167,PROKKA_04906,b4396,ECUMN_5027,UTI89_C5169
69493_Putative_type-1_rest..,,,,,,,,,,,,,,,PROKKA_04050,,,,
28921_Ash_protein_family_p..,,,,,,,PROKKA_03756,,,,,,,,,,,,
25113_hypothetical_protein,,,,,,,PROKKA_05101,,,,,,PROKKA_06241,PROKKA_05199,,,,,
54841_traC_2,,,,,,,,,,,,,PROKKA_06333,,,,,,
42503_pgl_1,,,,,,,,,,PROKKA_02510,,,PROKKA_00531,,,,,,
75822_cynS,,,PROKKA_04836,PROKKA_03320,,PROKKA_04789,PROKKA_00168,,,,,,PROKKA_00052,,,,b0340,ECUMN_0383,
76629_minC,ECP_RS06190,c1623,PROKKA_00726,PROKKA_04121,PROKKA_05003,PROKKA_00547,PROKKA_01176,PROKKA_00331,PROKKA_00383,PROKKA_02993,PROKKA_03483,PROKKA_04986,PROKKA_01146,PROKKA_04911,PROKKA_00584,PROKKA_03586,b1176,ECUMN_1465,UTI89_C1361
56589_rtcB_3,,,,,,,,,,,,,PROKKA_04632,,,,,,
78307_gcvP,ECP_RS14790,c3483,PROKKA_02696,PROKKA_01298,PROKKA_01750,PROKKA_02543,PROKKA_02955,PROKKA_03646,PROKKA_03295,PROKKA_05077,PROKKA_01657,PROKKA_01750,PROKKA_05359,PROKKA_01704,PROKKA_02330,PROKKA_01760,b2903,ECUMN_3244,UTI89_C3288
75526_carA,ECP_RS00170,c0040,PROKKA_04463,PROKKA_02959,PROKKA_03697,PROKKA_04388,PROKKA_04643,PROKKA_01822,PROKKA_01526,PROKKA_01748,PROKKA_04698,PROKKA_03697,PROKKA_03393,PROKKA_03444,PROKKA_04205,PROKKA_04869,b0032,ECUMN_0033,UTI89_C0036
14916_caiE,,,,,PROKKA_00126,,,,,,PROKKA_03217,,,,,,,,
4182_Putative_phosphotran..,,c4277,PROKKA_03341,,PROKKA_02465,PROKKA_03254,,PROKKA_02928,,,PROKKA_01026,PROKKA_02480,,PROKKA_02369,PROKKA_02967,,,ECUMN_3964,UTI89_C4000
79336_rpoC,ECP_RS21410,c4945,PROKKA_03960,PROKKA_02441,PROKKA_03129,PROKKA_03882,PROKKA_04153,PROKKA_02330,PROKKA_02061,PROKKA_01143,PROKKA_00447,PROKKA_03064,PROKKA_04070,PROKKA_02937,PROKKA_03618,PROKKA_00421,b3988,ECUMN_4510,UTI89_C3831
47908_proP_3,,,,,,,,,,,PROKKA_03100,,,,,,,,
76313_potH,ECP_RS04385,c0989,PROKKA_00361,PROKKA_03821,PROKKA_04541,PROKKA_00143,PROKKA_00758,PROKKA_00898,PROKKA_00672,PROKKA_02607,PROKKA_03826,PROKKA_04538,PROKKA_00763,PROKKA_04352,PROKKA_00136,PROKKA_04061,b0856,ECUMN_1046,UTI89_C0859
85271_hypothetical_protein,ECP_RS24490,,,,,,,,,,,,,,,,,,
73459_hypothetical_protein,,,,,,,,,,,,,,,,PROKKA_03257 PROKKA_03270,,,
55933_nrfB_2,,,,,,,,,,,,,PROKKA_03940,,,,,,
84415_putative_chromate_io..,,,,,,,,,,,,,,,,,,ECUMN_4818,
76441_gfcC,,,,PROKKA_03953,,PROKKA_00326,PROKKA_00953,,,,,,,,,,b0985,,
72233_hypothetical_protein,ECP_RS13820,,,,,,,,,,,,,,,PROKKA_01970,,,
15324_flhB_2,,,,,PROKKA_00550,,,,,PROKKA_03821,PROKKA_02794,PROKKA_00546,,,,PROKKA_02895,,,
76072_entH,ECP_RS03135,c0684,PROKKA_00091,PROKKA_03555,PROKKA_04274,PROKKA_05068,PROKKA_00479,PROKKA_01151,PROKKA_00941,PROKKA_02349,PROKKA_04084,PROKKA_04287,,PROKKA_04096,PROKKA_04805,PROKKA_04316,b0597,ECUMN_0691,UTI89_C0599
1152_Conserved_hypothetic..,,c1190,PROKKA_03327,,,,,PROKKA_00715,,,,,,PROKKA_04542,,,,ECUMN_3951,
2140_Hypothetical_protein,,c2203,,,,,,,,,,,,,,,,,
78219_rlmM,ECP_RS14250,c3376,PROKKA_02578,PROKKA_01167,PROKKA_01629,PROKKA_02415,PROKKA_02842,PROKKA_03764,PROKKA_03415,PROKKA_05191,PROKKA_01770,PROKKA_01643,PROKKA_05502,PROKKA_01589,PROKKA_02218,PROKKA_01878,b2806,ECUMN_3135,UTI89_C3178
27339_Glycosyl_transferase..,,,,,,,PROKKA_02093,,,,,,,,,,,,
76887_ydcK,ECP_RS07295,c1852,PROKKA_01018,PROKKA_04358,PROKKA_00147,PROKKA_00845,PROKKA_01419,PROKKA_00100,PROKKA_00088,PROKKA_03301,PROKKA_03198,PROKKA_00121,PROKKA_01497,PROKKA_00055,PROKKA_00799,PROKKA_03352,b1428,ECUMN_1676,UTI89_C1648
79054_yidI,,,PROKKA_03589,PROKKA_02104,,PROKKA_03518,PROKKA_03806,,,,,,,,,,b3677,ECUMN_4209,
77937_ppx,ECP_RS12775,c3020,PROKKA_02249,PROKKA_00882,PROKKA_01284,PROKKA_02090,PROKKA_02530,PROKKA_04052,PROKKA_03718,PROKKA_04630,PROKKA_02132,PROKKA_01310,PROKKA_02884,PROKKA_01288,PROKKA_01929,PROKKA_02192,b2502,ECUMN_2816,UTI89_C2818
75849_tauD,ECP_RS02150,c0476,PROKKA_04860,PROKKA_03344,PROKKA_04057,PROKKA_04816,PROKKA_00194,PROKKA_01359,PROKKA_01147,PROKKA_02129,PROKKA_04286,PROKKA_04089,PROKKA_00082,PROKKA_03890,PROKKA_04605,PROKKA_04530,b0368,ECUMN_0408,UTI89_C0387
75252_POTRA_domain-_ShlB-t..,,,,,,,,,,,,,,,,PROKKA_05131,,,
2735_Hypothetical_protein,,c2806,,,,,,,,,,,,,,,,,UTI89_C2546
21561_putative_chaperone,,,,,,PROKKA_01619,,,,,,,,,,,,,
76209_ybgS,ECP_RS03840,c0829,PROKKA_00247,PROKKA_03711,PROKKA_04436,PROKKA_00012 PROKKA_05236,PROKKA_00641,PROKKA_01003,PROKKA_00780,PROKKA_02496,PROKKA_03931,PROKKA_04432,PROKKA_00512,PROKKA_04243,PROKKA_04947,PROKKA_04168,b0753,ECUMN_0837,UTI89_C0750
79590_pyrL,ECP_RS22895,c5502,,,,,PROKKA_04437,,,,,,,,,,b4246,ECUMN_5059,UTI89_C4852
88465_helix-turn-helix_dom..,ECP_RS25635,,,,,,,,,,,,,,,,,,
19493_hypothetical_protein,,,,,PROKKA_04947,,,,,,,,,,,,,,UTI89_C2991
22374_hypothetical_protein,,,,,,PROKKA_02475,,,,,,,,,,,,,
59123_Bacteriophage_lambda..,,,,,,,,,,,,,PROKKA_01443,,,,,,
18563_hypothetical_protein,,,,,PROKKA_03977,,,,,,,,,,,,,,
1008_Hypothetical_protein,,c1036,,,,,,,,,,,,,,,,,
75063_hypothetical_protein,,,,,,,,,,,,,,,,PROKKA_04935,,,
79322_trmA,ECP_RS21295,c4928,PROKKA_03935,PROKKA_02416,PROKKA_03102,PROKKA_03855,PROKKA_04128,PROKKA_02356,PROKKA_02087,PROKKA_01118,PROKKA_00473,PROKKA_03039,PROKKA_06002,PROKKA_02912,PROKKA_03593,PROKKA_00447,b3965,ECUMN_4496,UTI89_C4560
25092_hypothetical_protein,,,,,,,PROKKA_05080,,,,,,PROKKA_06337,PROKKA_05115,,,,,
44189_hypothetical_protein,,,,,,,,,,PROKKA_04280,,,,,,,,,
35071_nifJ_1,,,,,,,,,PROKKA_00114,,,,PROKKA_01465,,,,,,
77363_araH,ECP_RS09430,c2312,PROKKA_01558,PROKKA_00235,PROKKA_00567,PROKKA_01434,PROKKA_01893,PROKKA_04757,PROKKA_04381,PROKKA_03838,PROKKA_02777,PROKKA_00563,PROKKA_02094,PROKKA_00555,PROKKA_01270,PROKKA_02878,b4460,ECUMN_2193,UTI89_C2099
86522_hypothetical_protein,ECP_RS24870,,,,,,,,,,,,,,,,,,
78379_glcD,ECP_RS15590,c3709,,PROKKA_01386,PROKKA_01937,PROKKA_02717,PROKKA_03051,PROKKA_03475,PROKKA_03179,PROKKA_04835,PROKKA_01554,PROKKA_01941,PROKKA_05190,PROKKA_01807,PROKKA_02433,PROKKA_01563,b2979,ECUMN_3455,UTI89_C3394
78281_ygfK,ECP_RS14665,c3456,PROKKA_02672,PROKKA_01273,PROKKA_01725,PROKKA_02515,PROKKA_02930,PROKKA_03675,PROKKA_03320,PROKKA_05101,PROKKA_01681,PROKKA_01726,PROKKA_05388,PROKKA_01680,PROKKA_02305,PROKKA_01785,b2878,ECUMN_3221,UTI89_C3263
20943_putative_lipoprotein,,,,,,PROKKA_00970,,,,,,,,,,,,,
56864_hypothetical_protein,,,,,,,,,,,,,PROKKA_04923,,,,,,
73993_flu_4,,,,,,,,,,,,,,,,PROKKA_03809,,,
75728_proA,ECP_RS01375,c0390,PROKKA_04705,PROKKA_03230,PROKKA_03968,PROKKA_04679,PROKKA_00095,PROKKA_01504,PROKKA_01223,PROKKA_02046,PROKKA_04441,PROKKA_04009,PROKKA_03067,PROKKA_03748,PROKKA_04500,PROKKA_04619,b0243,ECUMN_0309,UTI89_C0284
4514_Hypothetical_protein,,c4610,,,,,,,,,,,,,,,,,
3168_Hypothetical_protein,,c3243,,,PROKKA_01500,,,PROKKA_03893,PROKKA_03544,,PROKKA_01921,PROKKA_01518,,,PROKKA_02092,,,,UTI89_C3048
71105_Prophage_CP4-57_regu..,,,,,,,,,,,,,,,,PROKKA_00798,,,
54914_Cupin_domain_protein,,,,,,,,,,,,,PROKKA_06098,,,,,,
49220_hypothetical_protein,,,,,,,,,,,PROKKA_04469,,,,PROKKA_04430,,,,
77576_bglX,ECP_RS11055,c2663,PROKKA_01902,PROKKA_00491,PROKKA_00934,PROKKA_01711,PROKKA_02180,PROKKA_04398,PROKKA_04056,PROKKA_04165,PROKKA_02465,PROKKA_00967,PROKKA_02460,PROKKA_00948,PROKKA_01596,PROKKA_02540,b2132,ECUMN_2466,UTI89_C2406
56211_hypothetical_protein,,,,,,,,,,,,,PROKKA_04240,,,,,,
2607_Hypothetical_protein,,c2676,,,,,,,,,,,,,,,,,
4264_Hypothetical_protein,,c4359,,,,,,,,,,,,,,,,,
75595_yacG,ECP_RS00525,c0121,PROKKA_04534,PROKKA_03030,PROKKA_03776,PROKKA_04466,PROKKA_04692,PROKKA_01744,PROKKA_01450,PROKKA_01820,PROKKA_04620,PROKKA_03771,PROKKA_03311,PROKKA_03519,PROKKA_04280,PROKKA_04794,b0101,,UTI89_C0109
78588_kdsC,ECP_RS16750,c3958,PROKKA_03053,PROKKA_01616,PROKKA_02175,PROKKA_02967,PROKKA_03295,PROKKA_03230,PROKKA_02942,PROKKA_00206,PROKKA_01318,PROKKA_02179,PROKKA_04871,PROKKA_02061,PROKKA_02675,PROKKA_01305,b3198,ECUMN_3678,UTI89_C3634
56729_aroE_1,,,,,,,,,,,,,PROKKA_04773,,,,,,
78635_rng,ECP_RS16955,c4001,PROKKA_03097,PROKKA_01660,PROKKA_02219,PROKKA_03013,PROKKA_03338,PROKKA_03186,PROKKA_02899,PROKKA_00249,PROKKA_01275,PROKKA_02220,PROKKA_04823,PROKKA_02105,PROKKA_02716,PROKKA_01262,b3247,ECUMN_3720,UTI89_C3677
24971_mngB_2,,,,,,PROKKA_05212,,,,,,,,,,,,,
75819_codA,ECP_RS02055,c0456,PROKKA_04833,PROKKA_03317,PROKKA_04037,PROKKA_04786,PROKKA_00165,PROKKA_01375,PROKKA_01163,PROKKA_02113,PROKKA_04298,PROKKA_04073,PROKKA_00049,PROKKA_03874,PROKKA_04589,PROKKA_04547,b0337,ECUMN_0380,UTI89_C0368
23551_fre_2,,,,,,PROKKA_03707,,,,,,,,,,,,,
75753_yagH,,,,,,,,,,,,,,,,,b0271,,
55829_hypothetical_protein,,,,,,,,,,,,,PROKKA_03834,,,,,,
5402_thiQ_2,,,PROKKA_05112,,,,,,,,,,,,,,,,
3618_Hypothetical_protein,,c3702,,PROKKA_01377,,,,,,,,,,,,PROKKA_01583,,,
76784_tpx,ECP_RS07000,c1796,PROKKA_00953,PROKKA_04283,PROKKA_00086,PROKKA_00723,PROKKA_01343,PROKKA_00161,PROKKA_00144,PROKKA_03242,PROKKA_03320,PROKKA_00065,PROKKA_01362,PROKKA_05071,PROKKA_00746,PROKKA_03418,b1324,ECUMN_1619,UTI89_C1595
25078_hypothetical_protein,,,,,,,PROKKA_05066,,,,,,PROKKA_06322,PROKKA_05128,,,,,
50539_Polysaccharide_biosy..,,,,,,,,,,,,PROKKA_00864,,,PROKKA_01491,,,,
78224_csdE,ECP_RS14275,c3382,PROKKA_02584,PROKKA_01173,PROKKA_01635,PROKKA_02421,PROKKA_02848,PROKKA_03757,PROKKA_03409,PROKKA_05185,PROKKA_01764,PROKKA_01649,PROKKA_05494,PROKKA_01595,PROKKA_02224,PROKKA_01872,b2811,ECUMN_3141,UTI89_C3184
23381_hypothetical_protein,,,,,,PROKKA_03522,,,,,,,,,,,,,
79161_wzxE,ECP_RS20260,c4713,PROKKA_03703,PROKKA_02225,PROKKA_02894,PROKKA_03648,PROKKA_03927,PROKKA_02575,PROKKA_02303,PROKKA_00844,PROKKA_00689,PROKKA_02824,PROKKA_05749,PROKKA_02700,PROKKA_03337,PROKKA_00662,b3792,ECUMN_4317,UTI89_C4349
25118_transcriptional_acti..,,,,,,,PROKKA_05106,,,,,,PROKKA_06244,PROKKA_05194,,,,,
78647_dusB,ECP_RS17075,c4026,PROKKA_03110,PROKKA_01672,PROKKA_02239,PROKKA_03028,PROKKA_03351,PROKKA_03165,PROKKA_02879,PROKKA_00271,PROKKA_01254,PROKKA_02240,PROKKA_04799,PROKKA_02128,PROKKA_02737,PROKKA_01240,b3260,ECUMN_3734,UTI89_C3702
78086_yqaE,ECP_RS13450,c3215,PROKKA_02427,PROKKA_01023,PROKKA_01479,PROKKA_02250,PROKKA_02701,PROKKA_03919,PROKKA_03567,PROKKA_05349,PROKKA_01942,PROKKA_01494,PROKKA_05660,PROKKA_01430,PROKKA_02069,PROKKA_02048,b2666,ECUMN_2990,UTI89_C3022
44721_hypothetical_protein,,,,,,,,,,PROKKA_05696,,,,,,,,,
75720_yafP,ECP_RS01330,c0380,PROKKA_04718,PROKKA_03221,PROKKA_03959,PROKKA_04670,PROKKA_00086,PROKKA_01514,PROKKA_01232,PROKKA_02037,PROKKA_04450,PROKKA_04000,PROKKA_03077,PROKKA_03739,PROKKA_04491,PROKKA_04629,b0234,ECUMN_0298,UTI89_C0274
79298_metL,ECP_RS21125,c4893,PROKKA_03908,PROKKA_02389,PROKKA_03073,PROKKA_03827,PROKKA_04101,PROKKA_02391,PROKKA_02127,PROKKA_01082,PROKKA_00502,PROKKA_03004,PROKKA_05968,PROKKA_02878,PROKKA_03559,PROKKA_00483,b3940,ECUMN_4470,UTI89_C4525
58177_rtcB_1,,,,,,,,,,,,,PROKKA_00463,,,,,,
10039_lafS,,,PROKKA_04724,PROKKA_03216,PROKKA_03955,PROKKA_04660,,,PROKKA_01238,PROKKA_02031,,,PROKKA_03084,,PROKKA_04485,,,ECUMN_0291,
4895_Hypothetical_protein,,c5000,,,,,,,,,,,,,,,,,UTI89_C4600
79227_glnG,ECP_RS20755,c4817,PROKKA_03787,PROKKA_02307,PROKKA_02999,PROKKA_03737,PROKKA_04016,PROKKA_02465,PROKKA_02206,PROKKA_00957,PROKKA_00583,PROKKA_02930,PROKKA_05865,PROKKA_02804,PROKKA_03445,PROKKA_00553,b3868,ECUMN_4391,UTI89_C4457
45688_hypothetical_protein,,,,,,,,,,,PROKKA_00772,,,,,,,,
18251_putative_DNA-binding..,,,,,PROKKA_03645,,,,,,,,,,,,,,
60044_hypothetical_protein,,,,,,,,,,,,,PROKKA_02414,,,,,,
6643_hchA_1,,,PROKKA_01118,,,,,,,,,,,,,,,ECUMN_1772,
5527_Type-F_conjugative_t..,,,PROKKA_05244,,PROKKA_05306 PROKKA_05463,,PROKKA_04877,,PROKKA_04908,PROKKA_05526,PROKKA_04921,,PROKKA_06131,,,,,ECUMN_p10088,UTI89_P128
22228_hypothetical_protein,,,,,,PROKKA_02321,,,,,,,,,,,,,
78117_srlB,ECP_RS13650,c3258,PROKKA_02469,PROKKA_01062,PROKKA_01520,PROKKA_02290,PROKKA_02740,PROKKA_03872,PROKKA_03525,PROKKA_05307,PROKKA_01902,PROKKA_01539,PROKKA_05618,PROKKA_01472,PROKKA_02111,PROKKA_02005,b2704,ECUMN_3025,UTI89_C3066
55847_hypothetical_protein,,,,,,,,,,,,,PROKKA_03852,,,,,,
5202_Putative_conserved_p..,,c5312,,,,,,,,,,,,,,,,,
79496_gdx,ECP_RS22390,c5236,PROKKA_04182,PROKKA_02616,PROKKA_03343,PROKKA_04080,PROKKA_04335,PROKKA_02122,PROKKA_01869,PROKKA_01420,PROKKA_00236,PROKKA_03438,PROKKA_03770,PROKKA_03137,PROKKA_03924,PROKKA_00137,b4148,ECUMN_4684,UTI89_C4748
71391_hypothetical_protein,,,,,,,,,,,,,,,,PROKKA_01092,,,
2669_Hypothetical_protein,,c2740,,,,,,,,,,,,,,,,,
22192_recombinase_A,,,,,,PROKKA_02285,,,,,,,,,,,,,
35160_PHP_domain_protein,,,,,,,,,PROKKA_00207,,,,,,,,,,
77010_ynfN,,,,,,,,,,,,,,,,,b1551,ECUMN_1838,
19255_hypothetical_protein,,,,,PROKKA_04704,,,,,,,,,,,,,,
10050_flgL_2,,,PROKKA_04735,PROKKA_03207,PROKKA_03946,,,,PROKKA_01247,PROKKA_02022,,,PROKKA_03093,,PROKKA_04476,,,ECUMN_0280,
44697_hypothetical_protein,,,,,,,,,,PROKKA_05672,,,,,PROKKA_05003,,,ECUMN_p20002,
75601_hofB,ECP_RS00550,c0126,PROKKA_04540,PROKKA_03035,PROKKA_03781,PROKKA_04471,PROKKA_04687,PROKKA_01739,PROKKA_01445,PROKKA_01825,PROKKA_04615,PROKKA_03776,PROKKA_03306,PROKKA_03524,PROKKA_04286,PROKKA_04789,b0107,ECUMN_0104,UTI89_C0114
30349_Bacteriophage_lambda..,,,,,,,,PROKKA_00460,,,,,,,,,,,
7805_hypothetical_protein,,,PROKKA_02339 PROKKA_03433,,,,,,,,,,,,,,,,
22919_aapJ_1,,,,,,PROKKA_03039,,,,,,,,,,,,,
56982_scrY_3,,,,,,,,,,,,,PROKKA_05043,,,,,,
60204_sensory_histidine_ki..,,,,,,,,,,,,,PROKKA_02579,,,,,,
78780_hslO,ECP_RS17775,c4172,PROKKA_03235,PROKKA_01798,PROKKA_02379,PROKKA_03163,PROKKA_03484,PROKKA_03024,PROKKA_02739,PROKKA_00413,PROKKA_01114,PROKKA_02385,PROKKA_04660,PROKKA_02269,PROKKA_02878,PROKKA_01094,b3401,ECUMN_3859,UTI89_C3899
33018_putative_permease,,,,,,,,PROKKA_03282,PROKKA_02995,,,,PROKKA_04926,,,,,,
76779_ompG,ECP_RS06975,c1791,,PROKKA_04278,PROKKA_00081,PROKKA_00718,PROKKA_01338,PROKKA_00166,PROKKA_00149,PROKKA_03237,PROKKA_03325,PROKKA_00060,PROKKA_01357,PROKKA_05066,PROKKA_00741,PROKKA_03423,b1319,,UTI89_C1590
49509_hypothetical_protein,,,,,,,,,,,PROKKA_04778 PROKKA_04981,,,,,,,,
24009_hypothetical_protein,,,,,,PROKKA_04207,,,,,,,,,,,,,UTI89_C0287
90238_hypothetical_protein,,,,,,,,,,,,,,,,,,,UTI89_C0886
5457_hypothetical_protein,,,PROKKA_05167,,,,,,,,,,,,,,,,
78182_ygcQ,ECP_RS14025,c3328,PROKKA_02540,PROKKA_01128,PROKKA_01584,PROKKA_02371,,PROKKA_03805,PROKKA_03459,PROKKA_05240,PROKKA_01818,PROKKA_01604,PROKKA_05545,PROKKA_01540,PROKKA_02175,PROKKA_01924,b2769,ECUMN_3097,UTI89_C3133
79020_yicC,ECP_RS19060,c4468,PROKKA_03536,PROKKA_02063,PROKKA_02645,PROKKA_03463,PROKKA_03749,PROKKA_02744,PROKKA_02459,PROKKA_00691,PROKKA_00846,PROKKA_02657,PROKKA_04347,PROKKA_02544,PROKKA_03140,PROKKA_00828,b3644,ECUMN_4159,UTI89_C4188
56618_hslO_2,,,,,,,,,,,,,PROKKA_04661,,,,,,
92280_hypothetical_protein,,,,,,,,,,,,,,,,,,,UTI89_C2958
78370_yghD,ECP_RS15490,c3699,,PROKKA_01375,PROKKA_01917,PROKKA_02691,PROKKA_03029,PROKKA_03497,PROKKA_03201,PROKKA_04855,PROKKA_01574,PROKKA_01920,PROKKA_05214,PROKKA_01787,PROKKA_02413,PROKKA_01585,b2968,ECUMN_3435,UTI89_C3376
16173_hypothetical_protein,,,,,PROKKA_01446,,,,,,,,,,,,,,
2889_Hypothetical_protein,,c2964,,,,,,,,,,,,,,,,,UTI89_C2763
36546_dhaL_2,,,,,,,,,PROKKA_01671,,PROKKA_00068,,,PROKKA_03314,PROKKA_04074,,,,UTI89_C5023
80645_hypothetical_protein..,,,,,,,,,,,,,,,,,,ECUMN_0886,
58166_gltA_1,,,,,,,,,,,,,PROKKA_00452,,,,,,
